   W         M2-(eta_p)
 1596.0   -0.078   0.287
 1597.0   -0.078   0.286
 1598.0   -0.077   0.284
 1599.0   -0.077   0.283
 1600.0   -0.077   0.282
 1601.0   -0.076   0.280
 1602.0   -0.076   0.279
 1603.0   -0.075   0.277
 1604.0   -0.075   0.276
 1605.0   -0.074   0.274
 1606.0   -0.073   0.273
 1607.0   -0.073   0.272
 1608.0   -0.072   0.270
 1609.0   -0.072   0.269
 1610.0   -0.071   0.267
 1611.0   -0.070   0.266
 1612.0   -0.070   0.265
 1613.0   -0.069   0.263
 1614.0   -0.068   0.262
 1615.0   -0.067   0.260
 1616.0   -0.067   0.259
 1617.0   -0.066   0.258
 1618.0   -0.065   0.256
 1619.0   -0.064   0.255
 1620.0   -0.063   0.253
 1621.0   -0.063   0.252
 1622.0   -0.062   0.251
 1623.0   -0.061   0.249
 1624.0   -0.060   0.248
 1625.0   -0.059   0.247
 1626.0   -0.058   0.245
 1627.0   -0.057   0.244
 1628.0   -0.056   0.242
 1629.0   -0.056   0.241
 1630.0   -0.055   0.240
 1631.0   -0.054   0.238
 1632.0   -0.053   0.237
 1633.0   -0.052   0.235
 1634.0   -0.051   0.234
 1635.0   -0.050   0.233
 1636.0   -0.049   0.231
 1637.0   -0.048   0.230
 1638.0   -0.047   0.228
 1639.0   -0.046   0.227
 1640.0   -0.045   0.226
 1641.0   -0.043   0.224
 1642.0   -0.042   0.223
 1643.0   -0.041   0.221
 1644.0   -0.040   0.220
 1645.0   -0.039   0.218
 1646.0   -0.038   0.217
 1647.0   -0.037   0.215
 1648.0   -0.036   0.214
 1649.0   -0.034   0.212
 1650.0   -0.033   0.211
 1651.0   -0.032   0.209
 1652.0   -0.031   0.208
 1653.0   -0.030   0.206
 1654.0   -0.028   0.205
 1655.0   -0.027   0.203
 1656.0   -0.026   0.202
 1657.0   -0.024   0.200
 1658.0   -0.023   0.199
 1659.0   -0.022   0.197
 1660.0   -0.020   0.195
 1661.0   -0.019   0.194
 1662.0   -0.017   0.192
 1663.0   -0.016   0.191
 1664.0   -0.014   0.189
 1665.0   -0.013   0.187
 1666.0   -0.011   0.186
 1667.0   -0.009   0.184
 1668.0   -0.008   0.183
 1669.0   -0.006   0.181
 1670.0   -0.004   0.179
 1671.0   -0.002   0.178
 1672.0   -0.001   0.176
 1673.0    0.001   0.175
 1674.0    0.003   0.173
 1675.0    0.005   0.172
 1676.0    0.007   0.170
 1677.0    0.009   0.168
 1678.0    0.011   0.167
 1679.0    0.013   0.166
 1680.0    0.015   0.164
 1681.0    0.017   0.163
 1682.0    0.020   0.161
 1683.0    0.022   0.160
 1684.0    0.024   0.159
 1685.0    0.026   0.157
 1686.0    0.029   0.156
 1687.0    0.031   0.155
 1688.0    0.033   0.154
 1689.0    0.036   0.153
 1690.0    0.038   0.152
 1691.0    0.040   0.151
 1692.0    0.043   0.150
 1693.0    0.045   0.149
 1694.0    0.048   0.148
 1695.0    0.050   0.147
 1696.0    0.053   0.146
 1697.0    0.055   0.146
 1698.0    0.058   0.145
 1699.0    0.060   0.144
 1700.0    0.062   0.144
 1701.0    0.065   0.143
 1702.0    0.067   0.143
 1703.0    0.070   0.142
 1704.0    0.072   0.142
 1705.0    0.074   0.142
 1706.0    0.077   0.141
 1707.0    0.079   0.141
 1708.0    0.081   0.141
 1709.0    0.083   0.141
 1710.0    0.086   0.141
 1711.0    0.088   0.140
 1712.0    0.090   0.140
 1713.0    0.092   0.140
 1714.0    0.094   0.140
 1715.0    0.096   0.140
 1716.0    0.098   0.140
 1717.0    0.100   0.140
 1718.0    0.102   0.140
 1719.0    0.104   0.140
 1720.0    0.106   0.140
 1721.0    0.108   0.140
 1722.0    0.110   0.140
 1723.0    0.112   0.140
 1724.0    0.114   0.140
 1725.0    0.115   0.140
 1726.0    0.117   0.140
 1727.0    0.119   0.140
 1728.0    0.120   0.140
 1729.0    0.122   0.140
 1730.0    0.124   0.140
 1731.0    0.125   0.141
 1732.0    0.127   0.141
 1733.0    0.129   0.141
 1734.0    0.130   0.141
 1735.0    0.132   0.141
 1736.0    0.133   0.141
 1737.0    0.135   0.141
 1738.0    0.136   0.141
 1739.0    0.138   0.141
 1740.0    0.139   0.141
 1741.0    0.141   0.141
 1742.0    0.142   0.141
 1743.0    0.143   0.141
 1744.0    0.145   0.141
 1745.0    0.146   0.141
 1746.0    0.148   0.141
 1747.0    0.149   0.141
 1748.0    0.150   0.141
 1749.0    0.152   0.141
 1750.0    0.153   0.141
 1751.0    0.154   0.141
 1752.0    0.155   0.141
 1753.0    0.157   0.141
 1754.0    0.158   0.141
 1755.0    0.159   0.141
 1756.0    0.161   0.141
 1757.0    0.162   0.141
 1758.0    0.163   0.141
 1759.0    0.164   0.141
 1760.0    0.165   0.141
 1761.0    0.167   0.141
 1762.0    0.168   0.141
 1763.0    0.169   0.141
 1764.0    0.170   0.141
 1765.0    0.171   0.140
 1766.0    0.173   0.140
 1767.0    0.174   0.140
 1768.0    0.175   0.140
 1769.0    0.176   0.140
 1770.0    0.177   0.140
 1771.0    0.179   0.140
 1772.0    0.180   0.140
 1773.0    0.181   0.140
 1774.0    0.182   0.140
 1775.0    0.183   0.139
 1776.0    0.184   0.139
 1777.0    0.185   0.139
 1778.0    0.186   0.139
 1779.0    0.188   0.139
 1780.0    0.189   0.139
 1781.0    0.190   0.139
 1782.0    0.191   0.138
 1783.0    0.192   0.138
 1784.0    0.193   0.138
 1785.0    0.194   0.138
 1786.0    0.195   0.138
 1787.0    0.196   0.138
 1788.0    0.197   0.138
 1789.0    0.198   0.137
 1790.0    0.200   0.137
 1791.0    0.201   0.137
 1792.0    0.202   0.137
 1793.0    0.203   0.137
 1794.0    0.204   0.137
 1795.0    0.205   0.136
 1796.0    0.206   0.136
 1797.0    0.207   0.136
 1798.0    0.208   0.136
 1799.0    0.209   0.136
 1800.0    0.210   0.136
 1801.0    0.211   0.135
 1802.0    0.212   0.135
 1803.0    0.213   0.135
 1804.0    0.214   0.135
 1805.0    0.215   0.135
 1806.0    0.216   0.134
 1807.0    0.217   0.134
 1808.0    0.218   0.134
 1809.0    0.219   0.134
 1810.0    0.220   0.134
 1811.0    0.221   0.134
 1812.0    0.222   0.133
 1813.0    0.223   0.133
 1814.0    0.224   0.133
 1815.0    0.225   0.133
 1816.0    0.226   0.133
 1817.0    0.227   0.132
 1818.0    0.228   0.132
 1819.0    0.229   0.132
 1820.0    0.230   0.132
 1821.0    0.231   0.132
 1822.0    0.232   0.131
 1823.0    0.233   0.131
 1824.0    0.234   0.131
 1825.0    0.235   0.131
 1826.0    0.236   0.131
 1827.0    0.237   0.130
 1828.0    0.238   0.130
 1829.0    0.239   0.130
 1830.0    0.240   0.130
 1831.0    0.241   0.130
 1832.0    0.242   0.129
 1833.0    0.243   0.129
 1834.0    0.244   0.129
 1835.0    0.244   0.129
 1836.0    0.245   0.129
 1837.0    0.246   0.128
 1838.0    0.247   0.128
 1839.0    0.248   0.128
 1840.0    0.249   0.128
 1841.0    0.250   0.128
 1842.0    0.251   0.127
 1843.0    0.252   0.127
 1844.0    0.253   0.127
 1845.0    0.254   0.127
 1846.0    0.255   0.127
 1847.0    0.255   0.126
 1848.0    0.256   0.126
 1849.0    0.257   0.126
 1850.0    0.258   0.126
 1851.0    0.259   0.126
 1852.0    0.260   0.125
 1853.0    0.261   0.125
 1854.0    0.262   0.125
 1855.0    0.263   0.125
 1856.0    0.263   0.125
 1857.0    0.264   0.124
 1858.0    0.265   0.124
 1859.0    0.266   0.124
 1860.0    0.267   0.124
 1861.0    0.268   0.124
 1862.0    0.269   0.123
 1863.0    0.270   0.123
 1864.0    0.270   0.123
 1865.0    0.271   0.123
 1866.0    0.272   0.123
 1867.0    0.273   0.122
 1868.0    0.274   0.122
 1869.0    0.275   0.122
 1870.0    0.275   0.122
 1871.0    0.276   0.122
 1872.0    0.277   0.122
 1873.0    0.278   0.121
 1874.0    0.279   0.121
 1875.0    0.280   0.121
 1876.0    0.280   0.121
 1877.0    0.281   0.121
 1878.0    0.282   0.120
 1879.0    0.283   0.120
 1880.0    0.284   0.120
 1881.0    0.285   0.120
 1882.0    0.285   0.120
 1883.0    0.286   0.119
 1884.0    0.287   0.119
 1885.0    0.288   0.119
 1886.0    0.289   0.119
 1887.0    0.289   0.119
 1888.0    0.290   0.118
 1889.0    0.291   0.118
 1890.0    0.292   0.118
 1891.0    0.293   0.118
 1892.0    0.293   0.118
 1893.0    0.294   0.117
 1894.0    0.295   0.117
 1895.0    0.296   0.117
 1896.0    0.296   0.117
 1897.0    0.297   0.117
 1898.0    0.298   0.116
 1899.0    0.299   0.116
 1900.0    0.300   0.116
 1901.0    0.300   0.116
 1902.0    0.301   0.116
 1903.0    0.302   0.116
 1904.0    0.303   0.115
 1905.0    0.303   0.115
 1906.0    0.304   0.115
 1907.0    0.305   0.115
 1908.0    0.306   0.115
 1909.0    0.306   0.114
 1910.0    0.307   0.114
 1911.0    0.308   0.114
 1912.0    0.308   0.114
 1913.0    0.309   0.114
 1914.0    0.310   0.113
 1915.0    0.311   0.113
 1916.0    0.311   0.113
 1917.0    0.312   0.113
 1918.0    0.313   0.113
 1919.0    0.314   0.113
 1920.0    0.314   0.112
 1921.0    0.315   0.112
 1922.0    0.316   0.112
 1923.0    0.316   0.112
 1924.0    0.317   0.112
 1925.0    0.318   0.111
 1926.0    0.318   0.111
 1927.0    0.319   0.111
 1928.0    0.320   0.111
 1929.0    0.321   0.111
 1930.0    0.321   0.111
 1931.0    0.322   0.110
 1932.0    0.323   0.110
 1933.0    0.323   0.110
 1934.0    0.324   0.110
 1935.0    0.325   0.110
 1936.0    0.325   0.110
 1937.0    0.326   0.109
 1938.0    0.327   0.109
 1939.0    0.327   0.109
 1940.0    0.328   0.109
 1941.0    0.329   0.109
 1942.0    0.329   0.108
 1943.0    0.330   0.108
 1944.0    0.331   0.108
 1945.0    0.331   0.108
 1946.0    0.332   0.108
 1947.0    0.333   0.108
 1948.0    0.333   0.107
 1949.0    0.334   0.107
 1950.0    0.334   0.107
 1951.0    0.335   0.107
 1952.0    0.336   0.107
 1953.0    0.336   0.107
 1954.0    0.337   0.106
 1955.0    0.338   0.106
 1956.0    0.338   0.106
 1957.0    0.339   0.106
 1958.0    0.339   0.106
 1959.0    0.340   0.106
 1960.0    0.341   0.105
 1961.0    0.341   0.105
 1962.0    0.342   0.105
 1963.0    0.343   0.105
 1964.0    0.343   0.105
 1965.0    0.344   0.105
 1966.0    0.344   0.104
 1967.0    0.345   0.104
 1968.0    0.346   0.104
 1969.0    0.346   0.104
 1970.0    0.347   0.104
 1971.0    0.347   0.104
