   W         E2-(eta_p)
 1665.0   -0.295   0.391
 1666.0   -0.294   0.390
 1667.0   -0.294   0.390
 1668.0   -0.294   0.390
 1669.0   -0.293   0.390
 1670.0   -0.293   0.390
 1671.0   -0.293   0.390
 1672.0   -0.293   0.390
 1673.0   -0.293   0.390
 1674.0   -0.293   0.390
 1675.0   -0.292   0.389
 1676.0   -0.293   0.389
 1677.0   -0.293   0.389
 1678.0   -0.293   0.389
 1679.0   -0.293   0.389
 1680.0   -0.293   0.389
 1681.0   -0.293   0.389
 1682.0   -0.293   0.388
 1683.0   -0.294   0.388
 1684.0   -0.294   0.388
 1685.0   -0.294   0.388
 1686.0   -0.295   0.387
 1687.0   -0.295   0.387
 1688.0   -0.296   0.386
 1689.0   -0.296   0.386
 1690.0   -0.297   0.385
 1691.0   -0.297   0.385
 1692.0   -0.298   0.384
 1693.0   -0.298   0.384
 1694.0   -0.299   0.383
 1695.0   -0.299   0.382
 1696.0   -0.300   0.381
 1697.0   -0.300   0.380
 1698.0   -0.301   0.380
 1699.0   -0.302   0.379
 1700.0   -0.302   0.378
 1701.0   -0.303   0.377
 1702.0   -0.303   0.375
 1703.0   -0.303   0.374
 1704.0   -0.304   0.373
 1705.0   -0.304   0.372
 1706.0   -0.305   0.371
 1707.0   -0.305   0.369
 1708.0   -0.305   0.368
 1709.0   -0.306   0.367
 1710.0   -0.306   0.365
 1711.0   -0.306   0.364
 1712.0   -0.306   0.362
 1713.0   -0.306   0.361
 1714.0   -0.307   0.360
 1715.0   -0.307   0.358
 1716.0   -0.307   0.357
 1717.0   -0.307   0.355
 1718.0   -0.307   0.354
 1719.0   -0.306   0.352
 1720.0   -0.306   0.350
 1721.0   -0.306   0.349
 1722.0   -0.306   0.347
 1723.0   -0.306   0.346
 1724.0   -0.306   0.344
 1725.0   -0.305   0.343
 1726.0   -0.305   0.341
 1727.0   -0.305   0.340
 1728.0   -0.304   0.338
 1729.0   -0.304   0.337
 1730.0   -0.303   0.335
 1731.0   -0.303   0.334
 1732.0   -0.302   0.332
 1733.0   -0.302   0.331
 1734.0   -0.301   0.329
 1735.0   -0.301   0.328
 1736.0   -0.300   0.327
 1737.0   -0.300   0.325
 1738.0   -0.299   0.324
 1739.0   -0.298   0.322
 1740.0   -0.298   0.321
 1741.0   -0.297   0.320
 1742.0   -0.296   0.318
 1743.0   -0.296   0.317
 1744.0   -0.295   0.316
 1745.0   -0.294   0.314
 1746.0   -0.293   0.313
 1747.0   -0.293   0.312
 1748.0   -0.292   0.310
 1749.0   -0.291   0.309
 1750.0   -0.290   0.308
 1751.0   -0.290   0.307
 1752.0   -0.289   0.305
 1753.0   -0.288   0.304
 1754.0   -0.287   0.303
 1755.0   -0.286   0.302
 1756.0   -0.285   0.301
 1757.0   -0.285   0.300
 1758.0   -0.284   0.298
 1759.0   -0.283   0.297
 1760.0   -0.282   0.296
 1761.0   -0.281   0.295
 1762.0   -0.280   0.294
 1763.0   -0.279   0.293
 1764.0   -0.278   0.292
 1765.0   -0.278   0.291
 1766.0   -0.277   0.290
 1767.0   -0.276   0.289
 1768.0   -0.275   0.288
 1769.0   -0.274   0.287
 1770.0   -0.273   0.286
 1771.0   -0.272   0.285
 1772.0   -0.271   0.284
 1773.0   -0.270   0.283
 1774.0   -0.269   0.282
 1775.0   -0.268   0.281
 1776.0   -0.268   0.280
 1777.0   -0.267   0.279
 1778.0   -0.266   0.278
 1779.0   -0.265   0.277
 1780.0   -0.264   0.276
 1781.0   -0.263   0.275
 1782.0   -0.262   0.275
 1783.0   -0.261   0.274
 1784.0   -0.260   0.273
 1785.0   -0.259   0.272
 1786.0   -0.258   0.271
 1787.0   -0.257   0.270
 1788.0   -0.256   0.269
 1789.0   -0.256   0.269
 1790.0   -0.255   0.268
 1791.0   -0.254   0.267
 1792.0   -0.253   0.266
 1793.0   -0.252   0.265
 1794.0   -0.251   0.265
 1795.0   -0.250   0.264
 1796.0   -0.249   0.263
 1797.0   -0.248   0.262
 1798.0   -0.247   0.262
 1799.0   -0.246   0.261
 1800.0   -0.245   0.260
 1801.0   -0.244   0.259
 1802.0   -0.244   0.259
 1803.0   -0.243   0.258
 1804.0   -0.242   0.257
 1805.0   -0.241   0.256
 1806.0   -0.240   0.256
 1807.0   -0.239   0.255
 1808.0   -0.238   0.254
 1809.0   -0.237   0.254
 1810.0   -0.236   0.253
 1811.0   -0.235   0.252
 1812.0   -0.234   0.251
 1813.0   -0.234   0.251
 1814.0   -0.233   0.250
 1815.0   -0.232   0.249
 1816.0   -0.231   0.249
 1817.0   -0.230   0.248
 1818.0   -0.229   0.248
 1819.0   -0.228   0.247
 1820.0   -0.227   0.246
 1821.0   -0.226   0.246
 1822.0   -0.225   0.245
 1823.0   -0.225   0.244
 1824.0   -0.224   0.244
 1825.0   -0.223   0.243
 1826.0   -0.222   0.242
 1827.0   -0.221   0.242
 1828.0   -0.220   0.241
 1829.0   -0.219   0.241
 1830.0   -0.218   0.240
 1831.0   -0.217   0.239
 1832.0   -0.217   0.239
 1833.0   -0.216   0.238
 1834.0   -0.215   0.238
 1835.0   -0.214   0.237
 1836.0   -0.213   0.237
 1837.0   -0.212   0.236
 1838.0   -0.211   0.235
 1839.0   -0.211   0.235
 1840.0   -0.210   0.234
 1841.0   -0.209   0.234
 1842.0   -0.208   0.233
 1843.0   -0.207   0.233
 1844.0   -0.206   0.232
 1845.0   -0.205   0.231
 1846.0   -0.205   0.231
 1847.0   -0.204   0.230
 1848.0   -0.203   0.230
 1849.0   -0.202   0.229
 1850.0   -0.201   0.229
 1851.0   -0.200   0.228
 1852.0   -0.199   0.228
 1853.0   -0.199   0.227
 1854.0   -0.198   0.227
 1855.0   -0.197   0.226
 1856.0   -0.196   0.226
 1857.0   -0.195   0.225
 1858.0   -0.194   0.225
 1859.0   -0.194   0.224
 1860.0   -0.193   0.224
 1861.0   -0.192   0.223
 1862.0   -0.191   0.223
 1863.0   -0.190   0.222
 1864.0   -0.189   0.222
 1865.0   -0.189   0.221
 1866.0   -0.188   0.221
 1867.0   -0.187   0.220
 1868.0   -0.186   0.220
 1869.0   -0.185   0.219
 1870.0   -0.185   0.219
 1871.0   -0.184   0.218
 1872.0   -0.183   0.218
 1873.0   -0.182   0.217
 1874.0   -0.181   0.217
 1875.0   -0.180   0.216
 1876.0   -0.180   0.216
 1877.0   -0.179   0.215
 1878.0   -0.178   0.215
 1879.0   -0.177   0.215
 1880.0   -0.176   0.214
 1881.0   -0.176   0.214
 1882.0   -0.175   0.213
 1883.0   -0.174   0.213
 1884.0   -0.173   0.212
 1885.0   -0.173   0.212
 1886.0   -0.172   0.211
 1887.0   -0.171   0.211
 1888.0   -0.170   0.210
 1889.0   -0.169   0.210
 1890.0   -0.169   0.210
 1891.0   -0.168   0.209
 1892.0   -0.167   0.209
 1893.0   -0.166   0.208
 1894.0   -0.165   0.208
 1895.0   -0.165   0.207
 1896.0   -0.164   0.207
 1897.0   -0.163   0.207
 1898.0   -0.162   0.206
 1899.0   -0.162   0.206
 1900.0   -0.161   0.205
 1901.0   -0.160   0.205
 1902.0   -0.159   0.205
 1903.0   -0.159   0.204
 1904.0   -0.158   0.204
 1905.0   -0.157   0.203
 1906.0   -0.156   0.203
 1907.0   -0.155   0.202
 1908.0   -0.155   0.202
 1909.0   -0.154   0.202
 1910.0   -0.153   0.201
 1911.0   -0.152   0.201
 1912.0   -0.152   0.200
 1913.0   -0.151   0.200
 1914.0   -0.150   0.200
 1915.0   -0.149   0.199
 1916.0   -0.149   0.199
 1917.0   -0.148   0.198
 1918.0   -0.147   0.198
 1919.0   -0.146   0.198
 1920.0   -0.146   0.197
 1921.0   -0.145   0.197
 1922.0   -0.144   0.197
 1923.0   -0.144   0.196
 1924.0   -0.143   0.196
 1925.0   -0.142   0.195
 1926.0   -0.141   0.195
 1927.0   -0.141   0.195
 1928.0   -0.140   0.194
 1929.0   -0.139   0.194
 1930.0   -0.138   0.194
 1931.0   -0.138   0.193
 1932.0   -0.137   0.193
 1933.0   -0.136   0.192
 1934.0   -0.136   0.192
 1935.0   -0.135   0.192
 1936.0   -0.134   0.191
 1937.0   -0.133   0.191
 1938.0   -0.133   0.191
 1939.0   -0.132   0.190
 1940.0   -0.131   0.190
 1941.0   -0.130   0.190
 1942.0   -0.130   0.189
 1943.0   -0.129   0.189
 1944.0   -0.128   0.188
 1945.0   -0.128   0.188
 1946.0   -0.127   0.188
 1947.0   -0.126   0.187
 1948.0   -0.126   0.187
 1949.0   -0.125   0.187
 1950.0   -0.124   0.186
 1951.0   -0.123   0.186
 1952.0   -0.123   0.186
 1953.0   -0.122   0.185
 1954.0   -0.121   0.185
 1955.0   -0.121   0.185
 1956.0   -0.120   0.184
 1957.0   -0.119   0.184
 1958.0   -0.119   0.184
 1959.0   -0.118   0.183
 1960.0   -0.117   0.183
 1961.0   -0.116   0.183
 1962.0   -0.116   0.182
 1963.0   -0.115   0.182
 1964.0   -0.114   0.182
 1965.0   -0.114   0.181
 1966.0   -0.113   0.181
 1967.0   -0.112   0.181
 1968.0   -0.112   0.180
 1969.0   -0.111   0.180
 1970.0   -0.110   0.180
 1971.0   -0.110   0.179
