   W          E2+(p)
 1662.0   -0.020  -0.078
 1663.0   -0.019  -0.079
 1664.0   -0.018  -0.079
 1665.0   -0.017  -0.079
 1666.0   -0.016  -0.080
 1667.0   -0.015  -0.080
 1668.0   -0.014  -0.080
 1669.0   -0.013  -0.080
 1670.0   -0.011  -0.081
 1671.0   -0.010  -0.081
 1672.0   -0.009  -0.081
 1673.0   -0.008  -0.081
 1674.0   -0.007  -0.081
 1675.0   -0.006  -0.081
 1676.0   -0.005  -0.081
 1677.0   -0.004  -0.081
 1678.0   -0.003  -0.081
 1679.0   -0.002  -0.081
 1680.0   -0.001  -0.081
 1681.0    0.000  -0.080
 1682.0    0.001  -0.080
 1683.0    0.002  -0.080
 1684.0    0.003  -0.080
 1685.0    0.004  -0.080
 1686.0    0.005  -0.079
 1687.0    0.005  -0.079
 1688.0    0.006  -0.079
 1689.0    0.007  -0.078
 1690.0    0.008  -0.078
 1691.0    0.009  -0.078
 1692.0    0.010  -0.077
 1693.0    0.010  -0.077
 1694.0    0.011  -0.077
 1695.0    0.012  -0.076
 1696.0    0.013  -0.076
 1697.0    0.013  -0.075
 1698.0    0.014  -0.075
 1699.0    0.015  -0.074
 1700.0    0.015  -0.074
 1701.0    0.016  -0.074
 1702.0    0.017  -0.073
 1703.0    0.017  -0.073
 1704.0    0.018  -0.072
 1705.0    0.018  -0.072
 1706.0    0.019  -0.071
 1707.0    0.019  -0.071
 1708.0    0.020  -0.070
 1709.0    0.020  -0.070
 1710.0    0.021  -0.069
 1711.0    0.021  -0.069
 1712.0    0.022  -0.068
 1713.0    0.022  -0.068
 1714.0    0.023  -0.067
 1715.0    0.023  -0.067
 1716.0    0.023  -0.066
 1717.0    0.024  -0.066
 1718.0    0.024  -0.065
 1719.0    0.024  -0.065
 1720.0    0.025  -0.064
 1721.0    0.025  -0.064
 1722.0    0.025  -0.063
 1723.0    0.026  -0.063
 1724.0    0.026  -0.062
 1725.0    0.026  -0.062
 1726.0    0.026  -0.061
 1727.0    0.027  -0.061
 1728.0    0.027  -0.060
 1729.0    0.027  -0.060
 1730.0    0.027  -0.060
 1731.0    0.028  -0.059
 1732.0    0.028  -0.059
 1733.0    0.028  -0.058
 1734.0    0.028  -0.058
 1735.0    0.028  -0.057
 1736.0    0.028  -0.057
 1737.0    0.029  -0.056
 1738.0    0.029  -0.056
 1739.0    0.029  -0.056
 1740.0    0.029  -0.055
 1741.0    0.029  -0.055
 1742.0    0.029  -0.054
 1743.0    0.029  -0.054
 1744.0    0.030  -0.054
 1745.0    0.030  -0.053
 1746.0    0.030  -0.053
 1747.0    0.030  -0.052
 1748.0    0.030  -0.052
 1749.0    0.030  -0.052
 1750.0    0.030  -0.051
 1751.0    0.030  -0.051
 1752.0    0.030  -0.051
 1753.0    0.030  -0.050
 1754.0    0.030  -0.050
 1755.0    0.030  -0.050
 1756.0    0.030  -0.049
 1757.0    0.030  -0.049
 1758.0    0.031  -0.049
 1759.0    0.031  -0.048
 1760.0    0.031  -0.048
 1761.0    0.031  -0.048
 1762.0    0.031  -0.047
 1763.0    0.031  -0.047
 1764.0    0.031  -0.047
 1765.0    0.031  -0.046
 1766.0    0.031  -0.046
 1767.0    0.031  -0.046
 1768.0    0.031  -0.046
 1769.0    0.031  -0.045
 1770.0    0.031  -0.045
 1771.0    0.031  -0.045
 1772.0    0.031  -0.044
 1773.0    0.031  -0.044
 1774.0    0.031  -0.044
 1775.0    0.031  -0.044
 1776.0    0.031  -0.043
 1777.0    0.031  -0.043
 1778.0    0.031  -0.043
 1779.0    0.031  -0.043
 1780.0    0.031  -0.042
 1781.0    0.031  -0.042
 1782.0    0.031  -0.042
 1783.0    0.031  -0.042
 1784.0    0.031  -0.042
 1785.0    0.031  -0.041
 1786.0    0.031  -0.041
 1787.0    0.031  -0.041
 1788.0    0.031  -0.041
 1789.0    0.031  -0.041
 1790.0    0.031  -0.040
 1791.0    0.031  -0.040
 1792.0    0.031  -0.040
 1793.0    0.031  -0.040
 1794.0    0.031  -0.040
 1795.0    0.031  -0.039
 1796.0    0.031  -0.039
 1797.0    0.031  -0.039
 1798.0    0.031  -0.039
 1799.0    0.031  -0.039
 1800.0    0.031  -0.038
 1801.0    0.031  -0.038
 1802.0    0.031  -0.038
 1803.0    0.031  -0.038
 1804.0    0.031  -0.038
 1805.0    0.030  -0.038
 1806.0    0.030  -0.037
 1807.0    0.030  -0.037
 1808.0    0.030  -0.037
 1809.0    0.030  -0.037
 1810.0    0.030  -0.037
 1811.0    0.030  -0.037
 1812.0    0.030  -0.036
 1813.0    0.030  -0.036
 1814.0    0.030  -0.036
 1815.0    0.030  -0.036
 1816.0    0.030  -0.036
 1817.0    0.030  -0.036
 1818.0    0.030  -0.036
 1819.0    0.030  -0.036
 1820.0    0.030  -0.035
 1821.0    0.030  -0.035
 1822.0    0.030  -0.035
 1823.0    0.030  -0.035
 1824.0    0.030  -0.035
 1825.0    0.030  -0.035
 1826.0    0.030  -0.035
 1827.0    0.030  -0.035
 1828.0    0.030  -0.034
 1829.0    0.030  -0.034
 1830.0    0.030  -0.034
 1831.0    0.030  -0.034
 1832.0    0.030  -0.034
 1833.0    0.030  -0.034
 1834.0    0.030  -0.034
 1835.0    0.030  -0.034
 1836.0    0.030  -0.034
 1837.0    0.030  -0.033
 1838.0    0.030  -0.033
 1839.0    0.030  -0.033
 1840.0    0.030  -0.033
 1841.0    0.030  -0.033
 1842.0    0.030  -0.033
 1843.0    0.030  -0.033
 1844.0    0.030  -0.033
 1845.0    0.030  -0.033
 1846.0    0.030  -0.033
 1847.0    0.030  -0.032
 1848.0    0.030  -0.032
 1849.0    0.030  -0.032
 1850.0    0.030  -0.032
 1851.0    0.030  -0.032
 1852.0    0.030  -0.032
 1853.0    0.030  -0.032
 1854.0    0.030  -0.032
 1855.0    0.030  -0.032
 1856.0    0.030  -0.032
 1857.0    0.030  -0.032
 1858.0    0.030  -0.032
 1859.0    0.030  -0.031
 1860.0    0.030  -0.031
 1861.0    0.030  -0.031
 1862.0    0.030  -0.031
 1863.0    0.030  -0.031
 1864.0    0.030  -0.031
 1865.0    0.030  -0.031
 1866.0    0.030  -0.031
 1867.0    0.030  -0.031
 1868.0    0.030  -0.031
 1869.0    0.030  -0.031
 1870.0    0.030  -0.031
 1871.0    0.030  -0.031
 1872.0    0.030  -0.030
 1873.0    0.030  -0.030
 1874.0    0.030  -0.030
 1875.0    0.030  -0.030
 1876.0    0.030  -0.030
 1877.0    0.030  -0.030
 1878.0    0.030  -0.030
 1879.0    0.030  -0.030
 1880.0    0.030  -0.030
 1881.0    0.030  -0.030
 1882.0    0.030  -0.030
 1883.0    0.030  -0.030
 1884.0    0.030  -0.030
 1885.0    0.030  -0.030
 1886.0    0.030  -0.029
 1887.0    0.030  -0.029
 1888.0    0.030  -0.029
 1889.0    0.030  -0.029
 1890.0    0.030  -0.029
 1891.0    0.030  -0.029
 1892.0    0.030  -0.029
 1893.0    0.030  -0.029
 1894.0    0.031  -0.029
 1895.0    0.031  -0.029
 1896.0    0.031  -0.029
 1897.0    0.031  -0.029
 1898.0    0.031  -0.029
 1899.0    0.031  -0.029
 1900.0    0.031  -0.029
 1901.0    0.031  -0.029
 1902.0    0.031  -0.028
 1903.0    0.031  -0.028
 1904.0    0.031  -0.028
 1905.0    0.031  -0.028
 1906.0    0.031  -0.028
 1907.0    0.031  -0.028
 1908.0    0.031  -0.028
 1909.0    0.031  -0.028
 1910.0    0.031  -0.028
 1911.0    0.031  -0.028
 1912.0    0.031  -0.028
 1913.0    0.031  -0.028
 1914.0    0.031  -0.028
 1915.0    0.031  -0.028
 1916.0    0.031  -0.028
 1917.0    0.031  -0.028
 1918.0    0.031  -0.028
 1919.0    0.031  -0.027
 1920.0    0.031  -0.027
 1921.0    0.031  -0.027
 1922.0    0.031  -0.027
 1923.0    0.031  -0.027
 1924.0    0.031  -0.027
 1925.0    0.031  -0.027
 1926.0    0.032  -0.027
 1927.0    0.032  -0.027
 1928.0    0.032  -0.027
 1929.0    0.032  -0.027
 1930.0    0.032  -0.027
 1931.0    0.032  -0.027
 1932.0    0.032  -0.027
 1933.0    0.032  -0.027
 1934.0    0.032  -0.027
 1935.0    0.032  -0.027
 1936.0    0.032  -0.026
 1937.0    0.032  -0.026
 1938.0    0.032  -0.026
 1939.0    0.032  -0.026
 1940.0    0.032  -0.026
 1941.0    0.032  -0.026
 1942.0    0.032  -0.026
 1943.0    0.032  -0.026
 1944.0    0.032  -0.026
 1945.0    0.032  -0.026
 1946.0    0.032  -0.026
 1947.0    0.032  -0.026
 1948.0    0.032  -0.026
 1949.0    0.032  -0.026
 1950.0    0.032  -0.026
 1951.0    0.032  -0.026
 1952.0    0.033  -0.026
 1953.0    0.033  -0.026
 1954.0    0.033  -0.025
 1955.0    0.033  -0.025
 1956.0    0.033  -0.025
 1957.0    0.033  -0.025
 1958.0    0.033  -0.025
 1959.0    0.033  -0.025
 1960.0    0.033  -0.025
 1961.0    0.033  -0.025
 1962.0    0.033  -0.025
 1963.0    0.033  -0.025
 1964.0    0.033  -0.025
 1965.0    0.033  -0.025
 1966.0    0.033  -0.025
 1967.0    0.033  -0.025
 1968.0    0.033  -0.025
 1969.0    0.033  -0.025
 1970.0    0.033  -0.025
 1971.0    0.033  -0.024
 1972.0    0.033  -0.024
 1973.0    0.033  -0.024
 1974.0    0.033  -0.024
 1975.0    0.033  -0.024
 1976.0    0.033  -0.024
 1977.0    0.034  -0.024
 1978.0    0.034  -0.024
 1979.0    0.034  -0.024
 1980.0    0.034  -0.024
 1981.0    0.034  -0.024
 1982.0    0.034  -0.024
 1983.0    0.034  -0.024
 1984.0    0.034  -0.024
 1985.0    0.034  -0.024
 1986.0    0.034  -0.024
 1987.0    0.034  -0.024
 1988.0    0.034  -0.023
 1989.0    0.034  -0.023
 1990.0    0.034  -0.023
 1991.0    0.034  -0.023
 1992.0    0.034  -0.023
 1993.0    0.034  -0.023
 1994.0    0.034  -0.023
 1995.0    0.034  -0.023
 1996.0    0.034  -0.023
 1997.0    0.034  -0.023
 1998.0    0.034  -0.023
 1999.0    0.034  -0.023
 2000.0    0.034  -0.023
 2001.0    0.035  -0.023
 2002.0    0.035  -0.023
 2003.0    0.035  -0.023
 2004.0    0.035  -0.023
 2005.0    0.035  -0.023
 2006.0    0.035  -0.022
 2007.0    0.035  -0.022
 2008.0    0.035  -0.022
 2009.0    0.035  -0.022
 2010.0    0.035  -0.022
 2011.0    0.035  -0.022
 2012.0    0.035  -0.022
 2013.0    0.035  -0.022
 2014.0    0.035  -0.022
 2015.0    0.035  -0.022
 2016.0    0.035  -0.022
 2017.0    0.035  -0.022
 2018.0    0.035  -0.022
 2019.0    0.035  -0.022
 2020.0    0.035  -0.022
 2021.0    0.035  -0.022
 2022.0    0.035  -0.022
 2023.0    0.035  -0.021
 2024.0    0.035  -0.021
 2025.0    0.035  -0.021
 2026.0    0.036  -0.021
 2027.0    0.036  -0.021
 2028.0    0.036  -0.021
 2029.0    0.036  -0.021
 2030.0    0.036  -0.021
 2031.0    0.036  -0.021
 2032.0    0.036  -0.021
 2033.0    0.036  -0.021
 2034.0    0.036  -0.021
 2035.0    0.036  -0.021
 2036.0    0.036  -0.021
 2037.0    0.036  -0.021
 2038.0    0.036  -0.021
 2039.0    0.036  -0.021
 2040.0    0.036  -0.021
 2041.0    0.036  -0.020
 2042.0    0.036  -0.020
 2043.0    0.036  -0.020
 2044.0    0.036  -0.020
 2045.0    0.036  -0.020
 2046.0    0.036  -0.020
 2047.0    0.036  -0.020
 2048.0    0.036  -0.020
 2049.0    0.036  -0.020
 2050.0    0.036  -0.020
 2051.0    0.036  -0.020
 2052.0    0.037  -0.020
 2053.0    0.037  -0.020
 2054.0    0.037  -0.020
 2055.0    0.037  -0.020
 2056.0    0.037  -0.020
 2057.0    0.037  -0.020
 2058.0    0.037  -0.020
 2059.0    0.037  -0.020
 2060.0    0.037  -0.019
 2061.0    0.037  -0.019
 2062.0    0.037  -0.019
 2063.0    0.037  -0.019
 2064.0    0.037  -0.019
 2065.0    0.037  -0.019
 2066.0    0.037  -0.019
 2067.0    0.037  -0.019
 2068.0    0.037  -0.019
 2069.0    0.037  -0.019
 2070.0    0.037  -0.019
 2071.0    0.037  -0.019
 2072.0    0.037  -0.019
 2073.0    0.037  -0.019
 2074.0    0.037  -0.019
 2075.0    0.037  -0.019
 2076.0    0.037  -0.019
 2077.0    0.037  -0.019
 2078.0    0.037  -0.019
 2079.0    0.038  -0.019
 2080.0    0.038  -0.018
 2081.0    0.038  -0.018
 2082.0    0.038  -0.018
 2083.0    0.038  -0.018
 2084.0    0.038  -0.018
 2085.0    0.038  -0.018
 2086.0    0.038  -0.018
 2087.0    0.038  -0.018
 2088.0    0.038  -0.018
 2089.0    0.038  -0.018
 2090.0    0.038  -0.018
 2091.0    0.038  -0.018
 2092.0    0.038  -0.018
 2093.0    0.038  -0.018
 2094.0    0.038  -0.018
 2095.0    0.038  -0.018
 2096.0    0.038  -0.018
 2097.0    0.038  -0.018
 2098.0    0.038  -0.018
 2099.0    0.038  -0.018
 2100.0    0.038  -0.018
 2101.0    0.038  -0.017
 2102.0    0.038  -0.017
 2103.0    0.038  -0.017
 2104.0    0.038  -0.017
 2105.0    0.038  -0.017
 2106.0    0.038  -0.017
 2107.0    0.039  -0.017
 2108.0    0.039  -0.017
 2109.0    0.039  -0.017
 2110.0    0.039  -0.017
 2111.0    0.039  -0.017
 2112.0    0.039  -0.017
 2113.0    0.039  -0.017
 2114.0    0.039  -0.017
 2115.0    0.039  -0.017
 2116.0    0.039  -0.017
 2117.0    0.039  -0.017
 2118.0    0.039  -0.017
 2119.0    0.039  -0.017
 2120.0    0.039  -0.017
 2121.0    0.039  -0.017
 2122.0    0.039  -0.017
 2123.0    0.039  -0.016
 2124.0    0.039  -0.016
 2125.0    0.039  -0.016
 2126.0    0.039  -0.016
 2127.0    0.039  -0.016
 2128.0    0.039  -0.016
 2129.0    0.039  -0.016
 2130.0    0.039  -0.016
 2131.0    0.039  -0.016
 2132.0    0.039  -0.016
 2133.0    0.039  -0.016
 2134.0    0.039  -0.016
 2135.0    0.039  -0.016
 2136.0    0.040  -0.016
 2137.0    0.040  -0.016
 2138.0    0.040  -0.016
 2139.0    0.040  -0.016
 2140.0    0.040  -0.016
 2141.0    0.040  -0.016
 2142.0    0.040  -0.016
 2143.0    0.040  -0.016
 2144.0    0.040  -0.016
 2145.0    0.040  -0.016
 2146.0    0.040  -0.016
 2147.0    0.040  -0.015
 2148.0    0.040  -0.015
 2149.0    0.040  -0.015
 2150.0    0.040  -0.015
 2151.0    0.040  -0.015
 2152.0    0.040  -0.015
 2153.0    0.040  -0.015
 2154.0    0.040  -0.015
 2155.0    0.040  -0.015
 2156.0    0.040  -0.015
 2157.0    0.040  -0.015
 2158.0    0.040  -0.015
 2159.0    0.040  -0.015
 2160.0    0.040  -0.015
 2161.0    0.040  -0.015
 2162.0    0.040  -0.015
 2163.0    0.040  -0.015
 2164.0    0.040  -0.015
 2165.0    0.041  -0.015
 2166.0    0.041  -0.015
 2167.0    0.041  -0.015
 2168.0    0.041  -0.015
 2169.0    0.041  -0.015
 2170.0    0.041  -0.015
 2171.0    0.041  -0.015
 2172.0    0.041  -0.015
 2173.0    0.041  -0.014
 2174.0    0.041  -0.014
 2175.0    0.041  -0.014
 2176.0    0.041  -0.014
 2177.0    0.041  -0.014
 2178.0    0.041  -0.014
 2179.0    0.041  -0.014
 2180.0    0.041  -0.014
 2181.0    0.041  -0.014
 2182.0    0.041  -0.014
 2183.0    0.041  -0.014
 2184.0    0.041  -0.014
 2185.0    0.041  -0.014
 2186.0    0.041  -0.014
 2187.0    0.041  -0.014
 2188.0    0.041  -0.014
 2189.0    0.041  -0.014
 2190.0    0.041  -0.014
 2191.0    0.041  -0.014
 2192.0    0.041  -0.014
 2193.0    0.041  -0.014
 2194.0    0.042  -0.014
 2195.0    0.042  -0.014
 2196.0    0.042  -0.014
 2197.0    0.042  -0.014
 2198.0    0.042  -0.014
 2199.0    0.042  -0.014
 2200.0    0.042  -0.014
