   W         M1+(eta_p)
 1598.0    0.621  -0.188
 1599.0    0.625  -0.190
 1600.0    0.630  -0.192
 1601.0    0.635  -0.194
 1602.0    0.639  -0.195
 1603.0    0.644  -0.197
 1604.0    0.649  -0.199
 1605.0    0.653  -0.200
 1606.0    0.658  -0.202
 1607.0    0.663  -0.204
 1608.0    0.668  -0.205
 1609.0    0.673  -0.207
 1610.0    0.677  -0.208
 1611.0    0.682  -0.210
 1612.0    0.687  -0.211
 1613.0    0.692  -0.213
 1614.0    0.697  -0.214
 1615.0    0.702  -0.216
 1616.0    0.707  -0.217
 1617.0    0.713  -0.218
 1618.0    0.718  -0.219
 1619.0    0.723  -0.221
 1620.0    0.728  -0.222
 1621.0    0.733  -0.223
 1622.0    0.739  -0.224
 1623.0    0.744  -0.225
 1624.0    0.749  -0.226
 1625.0    0.754  -0.227
 1626.0    0.760  -0.228
 1627.0    0.765  -0.229
 1628.0    0.771  -0.230
 1629.0    0.776  -0.231
 1630.0    0.782  -0.232
 1631.0    0.787  -0.233
 1632.0    0.792  -0.233
 1633.0    0.798  -0.234
 1634.0    0.804  -0.234
 1635.0    0.809  -0.235
 1636.0    0.815  -0.236
 1637.0    0.820  -0.236
 1638.0    0.826  -0.236
 1639.0    0.832  -0.237
 1640.0    0.837  -0.237
 1641.0    0.843  -0.237
 1642.0    0.849  -0.237
 1643.0    0.854  -0.238
 1644.0    0.860  -0.238
 1645.0    0.866  -0.238
 1646.0    0.872  -0.238
 1647.0    0.877  -0.238
 1648.0    0.883  -0.237
 1649.0    0.889  -0.237
 1650.0    0.895  -0.237
 1651.0    0.900  -0.237
 1652.0    0.906  -0.236
 1653.0    0.912  -0.236
 1654.0    0.918  -0.235
 1655.0    0.924  -0.235
 1656.0    0.930  -0.234
 1657.0    0.935  -0.233
 1658.0    0.941  -0.233
 1659.0    0.947  -0.232
 1660.0    0.953  -0.231
 1661.0    0.959  -0.230
 1662.0    0.964  -0.229
 1663.0    0.970  -0.228
 1664.0    0.976  -0.227
 1665.0    0.982  -0.226
 1666.0    0.988  -0.224
 1667.0    0.993  -0.223
 1668.0    0.999  -0.222
 1669.0    1.005  -0.220
 1670.0    1.011  -0.219
 1671.0    1.016  -0.217
 1672.0    1.022  -0.216
 1673.0    1.028  -0.214
 1674.0    1.034  -0.212
 1675.0    1.039  -0.210
 1676.0    1.045  -0.209
 1677.0    1.050  -0.207
 1678.0    1.056  -0.205
 1679.0    1.062  -0.203
 1680.0    1.067  -0.200
 1681.0    1.073  -0.198
 1682.0    1.078  -0.196
 1683.0    1.084  -0.194
 1684.0    1.089  -0.191
 1685.0    1.095  -0.189
 1686.0    1.100  -0.186
 1687.0    1.106  -0.184
 1688.0    1.111  -0.181
 1689.0    1.116  -0.179
 1690.0    1.122  -0.176
 1691.0    1.127  -0.173
 1692.0    1.132  -0.170
 1693.0    1.137  -0.167
 1694.0    1.142  -0.165
 1695.0    1.148  -0.162
 1696.0    1.153  -0.158
 1697.0    1.158  -0.155
 1698.0    1.163  -0.152
 1699.0    1.168  -0.149
 1700.0    1.173  -0.146
 1701.0    1.178  -0.142
 1702.0    1.183  -0.139
 1703.0    1.187  -0.136
 1704.0    1.192  -0.132
 1705.0    1.197  -0.128
 1706.0    1.202  -0.125
 1707.0    1.206  -0.121
 1708.0    1.211  -0.118
 1709.0    1.216  -0.114
 1710.0    1.220  -0.110
 1711.0    1.225  -0.106
 1712.0    1.229  -0.102
 1713.0    1.233  -0.098
 1714.0    1.238  -0.094
 1715.0    1.242  -0.090
 1716.0    1.246  -0.086
 1717.0    1.250  -0.082
 1718.0    1.255  -0.078
 1719.0    1.259  -0.074
 1720.0    1.263  -0.069
 1721.0    1.267  -0.065
 1722.0    1.271  -0.061
 1723.0    1.274  -0.056
 1724.0    1.278  -0.052
 1725.0    1.282  -0.048
 1726.0    1.286  -0.043
 1727.0    1.289  -0.038
 1728.0    1.293  -0.034
 1729.0    1.296  -0.029
 1730.0    1.300  -0.025
 1731.0    1.303  -0.020
 1732.0    1.307  -0.015
 1733.0    1.310  -0.010
 1734.0    1.313  -0.006
 1735.0    1.316  -0.001
 1736.0    1.320   0.004
 1737.0    1.323   0.009
 1738.0    1.326   0.014
 1739.0    1.329   0.019
 1740.0    1.331   0.024
 1741.0    1.334   0.029
 1742.0    1.337   0.034
 1743.0    1.340   0.039
 1744.0    1.342   0.044
 1745.0    1.345   0.049
 1746.0    1.347   0.054
 1747.0    1.350   0.059
 1748.0    1.352   0.065
 1749.0    1.354   0.070
 1750.0    1.357   0.075
 1751.0    1.359   0.080
 1752.0    1.361   0.086
 1753.0    1.363   0.091
 1754.0    1.365   0.096
 1755.0    1.367   0.102
 1756.0    1.368   0.107
 1757.0    1.370   0.112
 1758.0    1.372   0.118
 1759.0    1.373   0.123
 1760.0    1.375   0.129
 1761.0    1.376   0.134
 1762.0    1.378   0.139
 1763.0    1.379   0.145
 1764.0    1.380   0.150
 1765.0    1.382   0.156
 1766.0    1.383   0.161
 1767.0    1.384   0.167
 1768.0    1.385   0.172
 1769.0    1.386   0.178
 1770.0    1.386   0.183
 1771.0    1.387   0.189
 1772.0    1.388   0.194
 1773.0    1.388   0.200
 1774.0    1.389   0.205
 1775.0    1.389   0.211
 1776.0    1.390   0.216
 1777.0    1.390   0.222
 1778.0    1.390   0.227
 1779.0    1.390   0.233
 1780.0    1.391   0.238
 1781.0    1.391   0.244
 1782.0    1.391   0.249
 1783.0    1.390   0.254
 1784.0    1.390   0.260
 1785.0    1.390   0.265
 1786.0    1.390   0.271
 1787.0    1.389   0.276
 1788.0    1.389   0.282
 1789.0    1.388   0.287
 1790.0    1.387   0.292
 1791.0    1.387   0.298
 1792.0    1.386   0.303
 1793.0    1.385   0.308
 1794.0    1.384   0.313
 1795.0    1.383   0.319
 1796.0    1.382   0.324
 1797.0    1.381   0.329
 1798.0    1.380   0.334
 1799.0    1.378   0.339
 1800.0    1.377   0.345
 1801.0    1.376   0.350
 1802.0    1.374   0.355
 1803.0    1.373   0.360
 1804.0    1.371   0.365
 1805.0    1.369   0.370
 1806.0    1.368   0.375
 1807.0    1.366   0.380
 1808.0    1.364   0.384
 1809.0    1.362   0.389
 1810.0    1.360   0.394
 1811.0    1.358   0.399
 1812.0    1.356   0.403
 1813.0    1.353   0.408
 1814.0    1.351   0.413
 1815.0    1.349   0.417
 1816.0    1.346   0.422
 1817.0    1.344   0.426
 1818.0    1.341   0.431
 1819.0    1.339   0.435
 1820.0    1.336   0.440
 1821.0    1.334   0.444
 1822.0    1.331   0.448
 1823.0    1.328   0.452
 1824.0    1.325   0.456
 1825.0    1.322   0.460
 1826.0    1.319   0.464
 1827.0    1.316   0.468
 1828.0    1.313   0.472
 1829.0    1.310   0.476
 1830.0    1.307   0.480
 1831.0    1.304   0.484
 1832.0    1.301   0.488
 1833.0    1.297   0.491
 1834.0    1.294   0.495
 1835.0    1.291   0.498
 1836.0    1.287   0.502
 1837.0    1.284   0.505
 1838.0    1.280   0.509
 1839.0    1.277   0.512
 1840.0    1.273   0.515
 1841.0    1.270   0.518
 1842.0    1.266   0.521
 1843.0    1.262   0.524
 1844.0    1.259   0.527
 1845.0    1.255   0.530
 1846.0    1.251   0.533
 1847.0    1.247   0.536
 1848.0    1.244   0.538
 1849.0    1.240   0.541
 1850.0    1.236   0.544
 1851.0    1.232   0.546
 1852.0    1.228   0.549
 1853.0    1.224   0.551
 1854.0    1.220   0.553
 1855.0    1.216   0.556
 1856.0    1.212   0.558
 1857.0    1.208   0.560
 1858.0    1.204   0.562
 1859.0    1.200   0.564
 1860.0    1.196   0.566
 1861.0    1.192   0.568
 1862.0    1.188   0.569
 1863.0    1.184   0.571
 1864.0    1.180   0.573
 1865.0    1.176   0.574
 1866.0    1.172   0.576
 1867.0    1.167   0.577
 1868.0    1.163   0.579
 1869.0    1.159   0.580
 1870.0    1.155   0.581
 1871.0    1.151   0.583
 1872.0    1.147   0.584
 1873.0    1.143   0.585
 1874.0    1.139   0.586
 1875.0    1.135   0.587
 1876.0    1.130   0.588
 1877.0    1.126   0.589
 1878.0    1.122   0.589
 1879.0    1.118   0.590
 1880.0    1.114   0.591
 1881.0    1.110   0.591
 1882.0    1.106   0.592
 1883.0    1.102   0.592
 1884.0    1.098   0.593
 1885.0    1.094   0.593
 1886.0    1.090   0.593
 1887.0    1.086   0.594
 1888.0    1.082   0.594
 1889.0    1.078   0.594
 1890.0    1.074   0.594
 1891.0    1.070   0.594
 1892.0    1.066   0.594
 1893.0    1.062   0.594
 1894.0    1.058   0.594
 1895.0    1.055   0.593
 1896.0    1.051   0.593
 1897.0    1.047   0.593
 1898.0    1.043   0.593
 1899.0    1.039   0.592
 1900.0    1.036   0.592
 1901.0    1.032   0.591
 1902.0    1.028   0.591
 1903.0    1.025   0.590
 1904.0    1.021   0.590
 1905.0    1.017   0.589
 1906.0    1.014   0.588
 1907.0    1.010   0.588
 1908.0    1.007   0.587
 1909.0    1.003   0.586
 1910.0    1.000   0.585
 1911.0    0.996   0.584
 1912.0    0.993   0.583
 1913.0    0.989   0.582
 1914.0    0.986   0.581
 1915.0    0.983   0.580
 1916.0    0.980   0.579
 1917.0    0.976   0.578
 1918.0    0.973   0.577
 1919.0    0.970   0.576
 1920.0    0.967   0.574
 1921.0    0.964   0.573
 1922.0    0.960   0.572
 1923.0    0.957   0.570
 1924.0    0.954   0.569
 1925.0    0.951   0.568
 1926.0    0.948   0.566
 1927.0    0.945   0.565
 1928.0    0.942   0.563
 1929.0    0.940   0.562
 1930.0    0.937   0.560
 1931.0    0.934   0.559
 1932.0    0.931   0.557
 1933.0    0.928   0.556
 1934.0    0.926   0.554
 1935.0    0.923   0.552
 1936.0    0.920   0.551
 1937.0    0.918   0.549
 1938.0    0.915   0.547
 1939.0    0.913   0.546
 1940.0    0.910   0.544
 1941.0    0.908   0.542
 1942.0    0.905   0.540
 1943.0    0.903   0.539
 1944.0    0.900   0.537
 1945.0    0.898   0.535
 1946.0    0.896   0.533
 1947.0    0.893   0.531
 1948.0    0.891   0.529
 1949.0    0.889   0.528
 1950.0    0.887   0.526
 1951.0    0.885   0.524
 1952.0    0.882   0.522
 1953.0    0.880   0.520
 1954.0    0.878   0.518
 1955.0    0.876   0.516
 1956.0    0.874   0.514
 1957.0    0.872   0.512
 1958.0    0.870   0.510
 1959.0    0.868   0.508
 1960.0    0.867   0.506
 1961.0    0.865   0.504
 1962.0    0.863   0.502
 1963.0    0.861   0.500
 1964.0    0.859   0.498
 1965.0    0.858   0.496
 1966.0    0.856   0.494
 1967.0    0.854   0.492
 1968.0    0.853   0.490
 1969.0    0.851   0.488
 1970.0    0.849   0.486
 1971.0    0.848   0.484
 1972.0    0.846   0.482
 1973.0    0.845   0.480
 1974.0    0.843   0.478
 1975.0    0.842   0.476
 1976.0    0.841   0.473
 1977.0    0.839   0.471
 1978.0    0.838   0.469
 1979.0    0.836   0.467
 1980.0    0.835   0.465
 1981.0    0.834   0.463
 1982.0    0.833   0.461
 1983.0    0.831   0.459
 1984.0    0.830   0.457
 1985.0    0.829   0.455
 1986.0    0.828   0.453
 1987.0    0.827   0.451
 1988.0    0.826   0.449
 1989.0    0.824   0.447
 1990.0    0.823   0.444
 1991.0    0.822   0.442
 1992.0    0.821   0.440
 1993.0    0.820   0.438
 1994.0    0.819   0.436
 1995.0    0.818   0.434
 1996.0    0.817   0.432
 1997.0    0.817   0.430
 1998.0    0.816   0.428
 1999.0    0.815   0.426
 2000.0    0.814   0.424
 2001.0    0.813   0.422
 2002.0    0.812   0.420
 2003.0    0.812   0.418
 2004.0    0.811   0.416
 2005.0    0.810   0.414
 2006.0    0.809   0.412
 2007.0    0.809   0.410
 2008.0    0.808   0.408
 2009.0    0.807   0.406
 2010.0    0.807   0.404
 2011.0    0.806   0.402
 2012.0    0.805   0.400
 2013.0    0.805   0.398
 2014.0    0.804   0.396
 2015.0    0.804   0.394
 2016.0    0.803   0.392
 2017.0    0.803   0.390
 2018.0    0.802   0.388
 2019.0    0.802   0.386
 2020.0    0.801   0.384
 2021.0    0.801   0.382
 2022.0    0.800   0.381
 2023.0    0.800   0.379
 2024.0    0.799   0.377
 2025.0    0.799   0.375
 2026.0    0.799   0.373
 2027.0    0.798   0.371
 2028.0    0.798   0.369
 2029.0    0.797   0.367
 2030.0    0.797   0.366
 2031.0    0.797   0.364
 2032.0    0.797   0.362
 2033.0    0.796   0.360
 2034.0    0.796   0.358
 2035.0    0.796   0.356
 2036.0    0.795   0.355
 2037.0    0.795   0.353
 2038.0    0.795   0.351
 2039.0    0.795   0.349
 2040.0    0.795   0.347
 2041.0    0.794   0.346
 2042.0    0.794   0.344
 2043.0    0.794   0.342
 2044.0    0.794   0.340
 2045.0    0.794   0.339
 2046.0    0.794   0.337
 2047.0    0.794   0.335
 2048.0    0.794   0.334
 2049.0    0.793   0.332
 2050.0    0.793   0.330
 2051.0    0.793   0.328
 2052.0    0.793   0.327
 2053.0    0.793   0.325
 2054.0    0.793   0.323
 2055.0    0.793   0.322
 2056.0    0.793   0.320
 2057.0    0.793   0.319
 2058.0    0.793   0.317
 2059.0    0.793   0.315
 2060.0    0.793   0.314
 2061.0    0.793   0.312
 2062.0    0.793   0.310
 2063.0    0.793   0.309
 2064.0    0.793   0.307
 2065.0    0.793   0.306
 2066.0    0.793   0.304
 2067.0    0.793   0.303
 2068.0    0.794   0.301
 2069.0    0.794   0.300
 2070.0    0.794   0.298
 2071.0    0.794   0.296
 2072.0    0.794   0.295
 2073.0    0.794   0.293
 2074.0    0.794   0.292
 2075.0    0.794   0.290
 2076.0    0.794   0.289
 2077.0    0.795   0.287
 2078.0    0.795   0.286
 2079.0    0.795   0.285
 2080.0    0.795   0.283
 2081.0    0.795   0.282
 2082.0    0.795   0.280
 2083.0    0.796   0.279
 2084.0    0.796   0.277
 2085.0    0.796   0.276
 2086.0    0.796   0.275
