   W         M1+(eta_p)
 1635.0    0.765   0.041
 1636.0    0.767   0.041
 1637.0    0.769   0.042
 1638.0    0.772   0.043
 1639.0    0.774   0.044
 1640.0    0.776   0.045
 1641.0    0.778   0.046
 1642.0    0.780   0.047
 1643.0    0.782   0.048
 1644.0    0.785   0.049
 1645.0    0.787   0.050
 1646.0    0.789   0.050
 1647.0    0.791   0.051
 1648.0    0.793   0.052
 1649.0    0.795   0.054
 1650.0    0.797   0.055
 1651.0    0.799   0.056
 1652.0    0.801   0.057
 1653.0    0.803   0.058
 1654.0    0.805   0.059
 1655.0    0.806   0.060
 1656.0    0.808   0.061
 1657.0    0.810   0.062
 1658.0    0.812   0.063
 1659.0    0.813   0.065
 1660.0    0.815   0.066
 1661.0    0.817   0.067
 1662.0    0.818   0.068
 1663.0    0.820   0.069
 1664.0    0.821   0.071
 1665.0    0.823   0.072
 1666.0    0.824   0.073
 1667.0    0.826   0.074
 1668.0    0.827   0.075
 1669.0    0.829   0.077
 1670.0    0.830   0.078
 1671.0    0.831   0.079
 1672.0    0.832   0.080
 1673.0    0.834   0.082
 1674.0    0.835   0.083
 1675.0    0.836   0.084
 1676.0    0.837   0.086
 1677.0    0.838   0.087
 1678.0    0.839   0.088
 1679.0    0.840   0.089
 1680.0    0.841   0.090
 1681.0    0.841   0.092
 1682.0    0.842   0.093
 1683.0    0.843   0.094
 1684.0    0.844   0.095
 1685.0    0.844   0.096
 1686.0    0.845   0.098
 1687.0    0.846   0.099
 1688.0    0.846   0.100
 1689.0    0.847   0.101
 1690.0    0.847   0.102
 1691.0    0.847   0.103
 1692.0    0.848   0.104
 1693.0    0.848   0.105
 1694.0    0.848   0.106
 1695.0    0.849   0.107
 1696.0    0.849   0.108
 1697.0    0.849   0.108
 1698.0    0.849   0.109
 1699.0    0.849   0.110
 1700.0    0.849   0.111
 1701.0    0.849   0.111
 1702.0    0.849   0.112
 1703.0    0.849   0.113
 1704.0    0.849   0.113
 1705.0    0.849   0.114
 1706.0    0.849   0.114
 1707.0    0.849   0.115
 1708.0    0.849   0.115
 1709.0    0.849   0.115
 1710.0    0.849   0.116
 1711.0    0.849   0.116
 1712.0    0.849   0.116
 1713.0    0.849   0.116
 1714.0    0.848   0.116
 1715.0    0.848   0.116
 1716.0    0.848   0.116
 1717.0    0.848   0.116
 1718.0    0.848   0.116
 1719.0    0.848   0.116
 1720.0    0.848   0.116
 1721.0    0.848   0.116
 1722.0    0.847   0.116
 1723.0    0.847   0.115
 1724.0    0.847   0.115
 1725.0    0.847   0.115
 1726.0    0.847   0.114
 1727.0    0.847   0.114
 1728.0    0.847   0.113
 1729.0    0.847   0.113
 1730.0    0.847   0.112
 1731.0    0.847   0.112
 1732.0    0.847   0.111
 1733.0    0.847   0.111
 1734.0    0.847   0.110
 1735.0    0.847   0.109
 1736.0    0.848   0.109
 1737.0    0.848   0.108
 1738.0    0.848   0.107
 1739.0    0.848   0.107
 1740.0    0.848   0.106
 1741.0    0.849   0.105
 1742.0    0.849   0.104
 1743.0    0.849   0.103
 1744.0    0.850   0.103
 1745.0    0.850   0.102
 1746.0    0.850   0.101
 1747.0    0.851   0.100
 1748.0    0.851   0.099
 1749.0    0.852   0.098
 1750.0    0.852   0.098
 1751.0    0.853   0.097
 1752.0    0.853   0.096
 1753.0    0.854   0.095
 1754.0    0.854   0.094
 1755.0    0.855   0.093
 1756.0    0.856   0.092
 1757.0    0.856   0.091
 1758.0    0.857   0.091
 1759.0    0.857   0.090
 1760.0    0.858   0.089
 1761.0    0.859   0.088
 1762.0    0.860   0.087
 1763.0    0.860   0.086
 1764.0    0.861   0.085
 1765.0    0.862   0.084
 1766.0    0.863   0.084
 1767.0    0.864   0.083
 1768.0    0.864   0.082
 1769.0    0.865   0.081
 1770.0    0.866   0.080
 1771.0    0.867   0.079
 1772.0    0.868   0.079
 1773.0    0.869   0.078
 1774.0    0.870   0.077
 1775.0    0.871   0.076
 1776.0    0.871   0.075
 1777.0    0.872   0.075
 1778.0    0.873   0.074
 1779.0    0.874   0.073
 1780.0    0.875   0.072
 1781.0    0.876   0.071
 1782.0    0.877   0.071
 1783.0    0.878   0.070
 1784.0    0.879   0.069
 1785.0    0.880   0.069
 1786.0    0.881   0.068
 1787.0    0.882   0.067
 1788.0    0.883   0.066
 1789.0    0.884   0.066
 1790.0    0.885   0.065
 1791.0    0.887   0.064
 1792.0    0.888   0.064
 1793.0    0.889   0.063
 1794.0    0.890   0.062
 1795.0    0.891   0.062
 1796.0    0.892   0.061
 1797.0    0.893   0.060
 1798.0    0.894   0.060
 1799.0    0.895   0.059
 1800.0    0.896   0.059
 1801.0    0.897   0.058
 1802.0    0.898   0.057
 1803.0    0.900   0.057
 1804.0    0.901   0.056
 1805.0    0.902   0.056
 1806.0    0.903   0.055
 1807.0    0.904   0.055
 1808.0    0.905   0.054
 1809.0    0.906   0.053
 1810.0    0.907   0.053
 1811.0    0.908   0.052
 1812.0    0.909   0.052
 1813.0    0.911   0.051
 1814.0    0.912   0.051
 1815.0    0.913   0.050
 1816.0    0.914   0.050
 1817.0    0.915   0.049
 1818.0    0.916   0.049
 1819.0    0.917   0.048
 1820.0    0.918   0.048
 1821.0    0.920   0.047
 1822.0    0.921   0.047
 1823.0    0.922   0.047
 1824.0    0.923   0.046
 1825.0    0.924   0.046
 1826.0    0.925   0.045
 1827.0    0.926   0.045
 1828.0    0.927   0.044
 1829.0    0.928   0.044
 1830.0    0.930   0.044
 1831.0    0.931   0.043
 1832.0    0.932   0.043
 1833.0    0.933   0.042
 1834.0    0.934   0.042
 1835.0    0.935   0.042
 1836.0    0.936   0.041
 1837.0    0.937   0.041
 1838.0    0.938   0.041
 1839.0    0.939   0.040
 1840.0    0.941   0.040
 1841.0    0.942   0.039
 1842.0    0.943   0.039
 1843.0    0.944   0.039
 1844.0    0.945   0.038
 1845.0    0.946   0.038
 1846.0    0.947   0.038
 1847.0    0.948   0.037
 1848.0    0.949   0.037
 1849.0    0.950   0.037
 1850.0    0.951   0.037
 1851.0    0.952   0.036
 1852.0    0.953   0.036
 1853.0    0.954   0.036
 1854.0    0.956   0.035
 1855.0    0.957   0.035
 1856.0    0.958   0.035
 1857.0    0.959   0.034
 1858.0    0.960   0.034
 1859.0    0.961   0.034
 1860.0    0.962   0.034
 1861.0    0.963   0.033
 1862.0    0.964   0.033
 1863.0    0.965   0.033
 1864.0    0.966   0.033
 1865.0    0.967   0.032
 1866.0    0.968   0.032
 1867.0    0.969   0.032
 1868.0    0.970   0.032
 1869.0    0.971   0.031
 1870.0    0.972   0.031
 1871.0    0.973   0.031
 1872.0    0.974   0.031
 1873.0    0.975   0.030
 1874.0    0.976   0.030
 1875.0    0.977   0.030
 1876.0    0.978   0.030
 1877.0    0.979   0.029
 1878.0    0.980   0.029
 1879.0    0.981   0.029
 1880.0    0.982   0.029
 1881.0    0.983   0.029
 1882.0    0.984   0.028
 1883.0    0.985   0.028
 1884.0    0.986   0.028
 1885.0    0.987   0.028
 1886.0    0.988   0.028
 1887.0    0.989   0.027
 1888.0    0.990   0.027
 1889.0    0.991   0.027
 1890.0    0.992   0.027
 1891.0    0.993   0.027
 1892.0    0.994   0.026
 1893.0    0.995   0.026
 1894.0    0.996   0.026
 1895.0    0.997   0.026
 1896.0    0.998   0.026
 1897.0    0.999   0.025
 1898.0    1.000   0.025
 1899.0    1.001   0.025
 1900.0    1.002   0.025
 1901.0    1.003   0.025
 1902.0    1.003   0.025
 1903.0    1.004   0.024
 1904.0    1.005   0.024
 1905.0    1.006   0.024
 1906.0    1.007   0.024
 1907.0    1.008   0.024
 1908.0    1.009   0.024
 1909.0    1.010   0.023
 1910.0    1.011   0.023
 1911.0    1.012   0.023
 1912.0    1.013   0.023
 1913.0    1.014   0.023
 1914.0    1.014   0.023
 1915.0    1.015   0.023
 1916.0    1.016   0.022
 1917.0    1.017   0.022
 1918.0    1.018   0.022
 1919.0    1.019   0.022
 1920.0    1.020   0.022
 1921.0    1.021   0.022
 1922.0    1.022   0.022
 1923.0    1.022   0.021
 1924.0    1.023   0.021
 1925.0    1.024   0.021
 1926.0    1.025   0.021
 1927.0    1.026   0.021
 1928.0    1.027   0.021
 1929.0    1.028   0.021
 1930.0    1.029   0.021
 1931.0    1.029   0.020
 1932.0    1.030   0.020
 1933.0    1.031   0.020
 1934.0    1.032   0.020
 1935.0    1.033   0.020
 1936.0    1.034   0.020
 1937.0    1.035   0.020
 1938.0    1.035   0.020
 1939.0    1.036   0.019
 1940.0    1.037   0.019
 1941.0    1.038   0.019
 1942.0    1.039   0.019
 1943.0    1.040   0.019
 1944.0    1.040   0.019
 1945.0    1.041   0.019
 1946.0    1.042   0.019
 1947.0    1.043   0.019
 1948.0    1.044   0.018
 1949.0    1.045   0.018
 1950.0    1.045   0.018
 1951.0    1.046   0.018
 1952.0    1.047   0.018
 1953.0    1.048   0.018
 1954.0    1.049   0.018
 1955.0    1.049   0.018
 1956.0    1.050   0.018
 1957.0    1.051   0.018
 1958.0    1.052   0.017
 1959.0    1.053   0.017
 1960.0    1.053   0.017
 1961.0    1.054   0.017
 1962.0    1.055   0.017
 1963.0    1.056   0.017
 1964.0    1.057   0.017
 1965.0    1.057   0.017
 1966.0    1.058   0.017
 1967.0    1.059   0.017
 1968.0    1.060   0.017
 1969.0    1.060   0.016
 1970.0    1.061   0.016
 1971.0    1.062   0.016
