E =  220.000 MeV, E_lo =  210.000 MeV, E_hi =  230.000 MeV
145.000    13.800000     0.460000     0.000000
150.000    12.720000     0.380000     0.000000
155.000    12.790000     0.440000     0.000000
160.000    12.400000     0.440000     0.000000
170.000    11.270000     0.420000     0.000000
180.000    12.100000     0.670000     0.000000
------------------------------------------------------------------
E =  350.000 MeV, E_lo =  345.000 MeV, E_hi =  355.000 MeV
Systematic = 0.050000, Preliminary = 0, BONN_1972_Fischer_ZP253-38
 15.000    15.090000     0.490000     0.000000
 20.000    15.020000     0.440000     0.000000
 25.000    13.400000     0.420000     0.000000
 30.000    14.060000     0.450000     0.000000
 35.000    13.610000     0.430000     0.000000
 40.000    14.190000     0.460000     0.000000
 45.000    14.010000     0.460000     0.000000
 50.000    15.080000     0.470000     0.000000
 60.000    15.760000     0.490000     0.000000
 70.000    16.640000     0.520000     0.000000
100.000    17.830000     0.570000     0.000000
110.000    16.250000     0.540000     0.000000
130.000    14.050000     0.450000     0.000000
------------------------------------------------------------------
E =  360.000 MeV, E_lo =  350.000 MeV, E_hi =  370.000 MeV
Systematic = 0.050000, Preliminary = 0, BONN_1972_Fischer_ZP253-38
 15.000    16.490000     0.380000     0.000000
 20.000    14.840000     0.440000     0.000000
 25.000    14.090000     0.460000     0.000000
 30.000    13.560000     0.300000     0.000000
 35.000    13.220000     0.420000     0.000000
 40.000    13.450000     0.430000     0.000000
 45.000    14.150000     0.450000     0.000000
 50.000    14.180000     0.450000     0.000000
 55.000    14.510000     0.450000     0.000000
 60.000    15.060000     0.520000     0.000000
 65.000    15.310000     0.470000     0.000000
 70.000    15.200000     0.310000     0.000000
 75.000    15.950000     0.500000     0.000000
 80.000    16.270000     0.520000     0.000000
 85.000    16.730000     0.540000     0.000000
 90.000    14.870000     0.490000     0.000000
 95.000    15.790000     0.520000     0.000000
100.000    15.350000     0.500000     0.000000
105.000    14.920000     0.500000     0.000000
110.000    13.700000     0.460000     0.000000
115.000    14.410000     0.480000     0.000000
120.000    13.310000     0.440000     0.000000
125.000    13.000000     0.420000     0.000000
130.000    12.350000     0.400000     0.000000
135.000    11.480000     0.370000     0.000000
140.000    10.740000     0.370000     0.000000
145.000    10.730000     0.360000     0.000000
150.000    10.710000     0.380000     0.000000
155.000     9.060000     0.300000     0.000000
160.000     9.190000     0.290000     0.000000
170.000     8.330000     0.320000     0.000000
180.000     8.620000     0.540000     0.000000
------------------------------------------------------------------
E =  375.000 MeV, E_lo =  370.000 MeV, E_hi =  380.000 MeV
Systematic = 0.050000, Preliminary = 0, BONN_1972_Fischer_ZP253-38
 15.000    16.910000     0.360000     0.000000
 20.000    15.150000     0.480000     0.000000
 25.000    14.160000     0.450000     0.000000
 30.000    12.800000     0.400000     0.000000
 35.000    12.780000     0.410000     0.000000
 40.000    13.010000     0.400000     0.000000
 45.000    12.920000     0.420000     0.000000
 50.000    13.530000     0.430000     0.000000
 60.000    13.680000     0.450000     0.000000
 70.000    13.870000     0.440000     0.000000
100.000    12.270000     0.390000     0.000000
110.000    11.520000     0.380000     0.000000
130.000    10.270000     0.340000     0.000000
------------------------------------------------------------------
E =  380.000 MeV, E_lo =  370.000 MeV, E_hi =  390.000 MeV
Systematic = 0.050000, Preliminary = 0, BONN_1972_Fischer_ZP253-38
 15.000    16.060000     0.300000     0.000000
 20.000    14.230000     0.420000     0.000000
 25.000    14.130000     0.450000     0.000000
 30.000    13.050000     0.330000     0.000000
 35.000    12.960000     0.400000     0.000000
 40.000    12.890000     0.400000     0.000000
 50.000    13.310000     0.300000     0.000000
 55.000    14.300000     0.460000     0.000000
 60.000    13.190000     0.420000     0.000000
 65.000    13.870000     0.440000     0.000000
 70.000    12.840000     0.400000     0.000000
 75.000    13.210000     0.420000     0.000000
 80.000    12.930000     0.420000     0.000000
 85.000    13.410000     0.420000     0.000000
 90.000    12.060000     0.390000     0.000000
 95.000    12.210000     0.400000     0.000000
100.000    11.810000     0.390000     0.000000
105.000    11.560000     0.380000     0.000000
110.000    11.550000     0.370000     0.000000
115.000    10.320000     0.340000     0.000000
120.000    10.300000     0.330000     0.000000
125.000     9.230000     0.300000     0.000000
130.000     9.690000     0.320000     0.000000
135.000     8.880000     0.310000     0.000000
140.000     8.590000     0.290000     0.000000
145.000     8.170000     0.270000     0.000000
150.000     7.490000     0.270000     0.000000
155.000     7.540000     0.270000     0.000000
160.000     6.750000     0.230000     0.000000
170.000     6.500000     0.260000     0.000000
180.000     6.510000     0.460000     0.000000
------------------------------------------------------------------
E =  400.000 MeV, E_lo =  390.000 MeV, E_hi =  410.000 MeV
Systematic = 0.050000, Preliminary = 0, BONN_1972_Fischer_ZP253-38
 15.000    16.790000     0.530000     0.000000
 20.000    14.760000     0.420000     0.000000
 25.000    13.890000     0.480000     0.000000
 30.000    12.470000     0.380000     0.000000
 35.000    12.380000     0.400000     0.000000
 40.000    11.640000     0.400000     0.000000
 45.000    11.800000     0.370000     0.000000
 50.000    11.520000     0.360000     0.000000
 55.000    12.130000     0.360000     0.000000
 60.000    11.230000     0.350000     0.000000
 65.000    11.900000     0.350000     0.000000
 70.000    11.110000     0.340000     0.000000
 75.000    11.280000     0.360000     0.000000
 80.000    11.340000     0.370000     0.000000
 85.000    10.360000     0.330000     0.000000
 90.000    10.880000     0.340000     0.000000
 95.000     9.780000     0.310000     0.000000
100.000     9.850000     0.320000     0.000000
105.000     9.320000     0.300000     0.000000
110.000     8.860000     0.300000     0.000000
115.000     8.390000     0.270000     0.000000
120.000     7.880000     0.260000     0.000000
125.000     7.570000     0.250000     0.000000
130.000     7.460000     0.250000     0.000000
135.000     6.880000     0.230000     0.000000
140.000     6.560000     0.230000     0.000000
145.000     6.240000     0.210000     0.000000
150.000     5.610000     0.190000     0.000000
155.000     5.560000     0.210000     0.000000
160.000     5.620000     0.200000     0.000000
170.000     5.260000     0.220000     0.000000
180.000     5.250000     0.380000     0.000000
------------------------------------------------------------------
E =  420.000 MeV, E_lo =  410.000 MeV, E_hi =  430.000 MeV
Systematic = 0.050000, Preliminary = 0, BONN_1972_Fischer_ZP253-38
 15.000    16.440000     0.360000     0.000000
 20.000    14.120000     0.430000     0.000000
 25.000    12.780000     0.380000     0.000000
 30.000    11.760000     0.370000     0.000000
 35.000    10.700000     0.330000     0.000000
 40.000    11.440000     0.260000     0.000000
 45.000    11.040000     0.330000     0.000000
 50.000    10.730000     0.350000     0.000000
 55.000    10.900000     0.320000     0.000000
 60.000    10.770000     0.340000     0.000000
 65.000    10.120000     0.320000     0.000000
 70.000     9.750000     0.250000     0.000000
 75.000     9.890000     0.320000     0.000000
 80.000     9.640000     0.310000     0.000000
 85.000     9.560000     0.300000     0.000000
 90.000     8.810000     0.280000     0.000000
 95.000     8.240000     0.260000     0.000000
100.000     8.100000     0.250000     0.000000
105.000     8.060000     0.270000     0.000000
110.000     7.110000     0.250000     0.000000
115.000     6.830000     0.220000     0.000000
120.000     6.460000     0.220000     0.000000
125.000     6.430000     0.210000     0.000000
130.000     5.710000     0.180000     0.000000
135.000     5.460000     0.190000     0.000000
140.000     5.560000     0.200000     0.000000
145.000     5.210000     0.180000     0.000000
150.000     4.600000     0.150000     0.000000
155.000     4.660000     0.170000     0.000000
160.000     4.550000     0.160000     0.000000
170.000     4.520000     0.180000     0.000000
180.000     4.260000     0.300000     0.000000
------------------------------------------------------------------
E =  425.000 MeV, E_lo =  420.000 MeV, E_hi =  430.000 MeV
Systematic = 0.050000, Preliminary = 0, BONN_1972_Fischer_ZP253-38
 15.000    16.130000     0.520000     0.000000
 20.000    14.400000     0.440000     0.000000
 25.000    11.790000     0.370000     0.000000
 30.000    11.400000     0.370000     0.000000
