 -0.15 98.63  0.2245  0.0054  0.0054
 -0.05 92.87  0.2270  0.0057  0.0057
  0.05 87.13  0.2064  0.0059  0.0059
  0.15 81.37  0.2027  0.0058  0.0058
  0.25 75.52  0.1969  0.0061  0.0061
  0.35 69.51  0.1857  0.0060  0.0060
  0.45 63.26  0.1794  0.0062  0.0062
  0.55 56.63  0.1569  0.0061  0.0061
  0.65 49.46  0.1525  0.0060  0.0060
  0.75 41.41  0.1424  0.0060  0.0060
  0.85 31.79  0.1316  0.0056  0.0056
  0.95 18.19  0.1137  0.0054  0.0054
TXS=2.461+/-0.016 ub
--------------------------------------
tag channel= 301, eff=  0.526208
Eg=162.26-164.62 W=1088.5-1090.5
Eg=163.44+/-1.18  W=1089.52+/- 1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.2804  0.0055  0.0055
 -0.85 148.21  0.2869  0.0055  0.0055
 -0.75 138.59  0.2847  0.0055  0.0055
 -0.65 130.54  0.2779  0.0054  0.0054
 -0.55 123.37  0.2802  0.0053  0.0053
 -0.45 116.74  0.2753  0.0054  0.0054
 -0.35 110.49  0.2813  0.0056  0.0056
 -0.25 104.48  0.2834  0.0058  0.0058
 -0.15 98.63  0.2765  0.0059  0.0059
 -0.05 92.87  0.2716  0.0061  0.0061
  0.05 87.13  0.2642  0.0062  0.0062
  0.15 81.37  0.2527  0.0063  0.0063
  0.25 75.52  0.2353  0.0065  0.0065
  0.35 69.51  0.2302  0.0066  0.0066
  0.45 63.26  0.2134  0.0068  0.0068
  0.55 56.63  0.2000  0.0067  0.0067
  0.65 49.46  0.1961  0.0066  0.0066
  0.75 41.41  0.1677  0.0068  0.0068
  0.85 31.79  0.1649  0.0063  0.0063
  0.95 18.19  0.1454  0.0057  0.0057
TXS=3.057+/-0.017 ub
--------------------------------------
tag channel= 300, eff=  0.534737
Eg=164.60-166.96 W=1090.5-1092.6
Eg=165.78+/-1.18  W=1091.54+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.3473  0.0059  0.0059
 -0.85 148.21  0.3561  0.0059  0.0059
 -0.75 138.59  0.3382  0.0058  0.0058
 -0.65 130.54  0.3392  0.0059  0.0059
 -0.55 123.37  0.3299  0.0057  0.0057
 -0.45 116.74  0.3325  0.0059  0.0059
 -0.35 110.49  0.3408  0.0060  0.0060
 -0.25 104.48  0.3367  0.0063  0.0063
 -0.15 98.63  0.3338  0.0065  0.0065
 -0.05 92.87  0.3334  0.0065  0.0065
  0.05 87.13  0.3253  0.0066  0.0066
  0.15 81.37  0.3077  0.0068  0.0068
  0.25 75.52  0.2851  0.0070  0.0070
  0.35 69.51  0.2983  0.0070  0.0070
  0.45 63.26  0.2605  0.0070  0.0070
  0.55 56.63  0.2575  0.0071  0.0071
  0.65 49.46  0.2262  0.0071  0.0071
  0.75 41.41  0.2170  0.0070  0.0070
  0.85 31.79  0.1867  0.0067  0.0067
  0.95 18.19  0.1775  0.0062  0.0062
TXS=3.724+/-0.018 ub
--------------------------------------
tag channel= 299, eff=  0.549549
Eg=166.97-169.35 W=1092.6-1094.6
Eg=168.16+/-1.19  W=1093.58+/-1.02
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.4046  0.0064  0.0064
 -0.85 148.21  0.3992  0.0062  0.0062
 -0.75 138.59  0.4140  0.0064  0.0064
 -0.65 130.54  0.4017  0.0063  0.0063
 -0.55 123.37  0.3951  0.0062  0.0062
 -0.45 116.74  0.3988  0.0064  0.0064
 -0.35 110.49  0.4044  0.0066  0.0066
 -0.25 104.48  0.4068  0.0066  0.0066
 -0.15 98.63  0.3954  0.0069  0.0069
 -0.05 92.87  0.3836  0.0070  0.0070
  0.05 87.13  0.3773  0.0069  0.0069
  0.15 81.37  0.3811  0.0072  0.0072
  0.25 75.52  0.3524  0.0076  0.0076
  0.35 69.51  0.3559  0.0074  0.0074
  0.45 63.26  0.3130  0.0076  0.0076
  0.55 56.63  0.2965  0.0076  0.0076
  0.65 49.46  0.2815  0.0074  0.0074
  0.75 41.41  0.2569  0.0076  0.0076
  0.85 31.79  0.2485  0.0070  0.0070
  0.95 18.19  0.2101  0.0064  0.0064
TXS=4.444+/-0.019 ub
--------------------------------------
tag channel= 298, eff=  0.558588
Eg=169.35-171.72 W=1094.6-1096.6
Eg=170.53+/-1.18  W=1095.61+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.4608  0.0067  0.0067
 -0.85 148.21  0.4718  0.0069  0.0069
 -0.75 138.59  0.4742  0.0068  0.0068
 -0.65 130.54  0.4749  0.0067  0.0067
 -0.55 123.37  0.4724  0.0067  0.0067
 -0.45 116.74  0.4807  0.0070  0.0070
 -0.35 110.49  0.4840  0.0071  0.0071
 -0.25 104.48  0.4728  0.0071  0.0071
 -0.15 98.63  0.4753  0.0072  0.0072
 -0.05 92.87  0.4635  0.0075  0.0075
  0.05 87.13  0.4577  0.0076  0.0076
  0.15 81.37  0.4433  0.0078  0.0078
  0.25 75.52  0.4317  0.0079  0.0079
  0.35 69.51  0.4121  0.0080  0.0080
  0.45 63.26  0.3786  0.0083  0.0083
  0.55 56.63  0.3635  0.0082  0.0082
  0.65 49.46  0.3341  0.0082  0.0082
  0.75 41.41  0.3049  0.0080  0.0080
  0.85 31.79  0.2636  0.0078  0.0078
  0.95 18.19  0.2478  0.0067  0.0067
TXS=5.255+/-0.021 ub

tag channel= 297, eff=  0.565087
Eg=171.73-174.08 W=1096.6-1098.7
